B48H109193
A01
36495202.695,634576.89575
36495433.445,634555.19
36495466.0575,634595.015
36495491.93,634621.21975
36495480.165,634729.77
36495421.98,634843.325
36495709.8175,635029.57
36495683.375,634949.815
36495994.4375,634903.255
36495988.5125,634875.0475
36495999.075,634841.216
36496088.705,634818.4525
36496206.81,634918.7675
36496358.7825,634732.0625
36496729.7675,634430.9955
36496808.445,634509.48475
36496762.305,634658.77
36496794.9175,634668.805
36496810.4675,634669.465
36497038.495,634920.6115
36497253.1975,634993.62
36497375.6575,635153.8675
36497402,635178.0275
36497599.8825,635246.0775
36498249.075,635645.9975
36498259.9875,635688.69
36498302.5375,635742.395
36498325.3975,635821.9575
36498678.4125,636262.325
36499111.775,636717.67
36499376.715,636897.205
36499463.18,636881.7875
A02
36501248.395,638059.1105
36501225.3,637938.7295
36501140.2525,637965.7015
36500731.2525,637362.83725
36500714.8175,637317.32375
36500733.455,637153.79525
36500786.17,636591.2225
36500836.8525,636531.71775
36501167.075,636353.8945
36501266.69,636116.653
36501310.2375,635936.283
36501351.5525,635900.8665
36501350.2425,635905.7055
36501573.02,635951.43575
36501661.6,635951.28675
36501719.8225,635960.6845
36501877.8025,635705.6895
36501664.975,635449.644
36501665.9025,635435.51725
36501605.635,635335.926
36501607.91,635292.709
36502016.67,634733.314
36502037.2225,634699.34975
36502157.2075,634782.7895
36502228.6975,634783.40725
36502333.9775,634743.85025
36502379.8825,634759.08075
36502583.545,634805.915
36502659.01,634580.25725
36502768.8825,634276.74875
36502783.2375,634258.85625
36502818.9725,634173.83025
36503051.825,633674.98575
36503522.32,633660.1345
36503816.7825,633779.0935
36503850.7575,633746.5265
36504074.8025,633612.63225
36504122.54,633446.366
36504168.23,633413.27675
36504188.515,633283.6855
36504108.71,633284.71025
36504025.32,633261.25075
36504011.1825,633245.2695
36503692.5825,633003.5035
36503609.3975,632879.95675
36503437.565,632808.986
36503267.155,632834.66425
36502746.7625,632652.41375
36502216.6,632422.40725
36502135.895,632296.464
36501843.905,632115.1285
36501634.905,632364.00625
36501599.1875,632559.74425
36501555.525,632600.6985
36501519.985,632633.6505
36501436.0075,632754.55925
36501205.9,632806.4875
36500847.6475,632732.27175
36500801.05,632694.02525
36500530.655,633582.91725
36500702.43,634461.0615
36500713.0625,634490.49925
36500327.8875,634497.72
36500208.045,634460.403
36500079.1675,634480.48075
36499943.1825,634904.44025
36499932.945,634905.8525
36499755.15,634999.9015
36499685.9825,635039.131
36499565.6475,635056.48975
36499396.21,635233.28175
36499413.57,635268.99925
36499436.8725,635286.47525
36499409.8,635388.6445
36499383.385,635408.98525
36499211.9175,636205.9465
36499320.19,636615.96
36500035.2375,637541.62
36500108.49,637560.39025
36500140.69,637608.955
36500367.095,637778.0075
36500408.2575,637963.14
36500656.71,638021.465
36500832.5225,638081.5175
36500866.7,638099.195
36500870.8425,638099.9375
36501098.485,638100.4425
36501248.395,638059.1105
A03
36502062.79,638682.635
36502210.0925,638744.105
36502232.92,638680.3475
36502215.4425,638594.9325
36502065.155,638440.9175
36502060.59,638416.675
36502008.6975,638367.9225
36502186.635,638246.2275
36502286.3575,638154.7325
36502491.085,637878.1475
36502577.465,637857.44
36502864.0975,637771.0225
36502851.8375,637677.3675
36502779.595,637401.91
36502792.5475,637420.18
36502935.63,637545.9525
36503029.925,637545.32
36503034.37,637547.02
36503141.9525,637578.4625
36503202.6175,637560.1375
36503286.3875,637591.1
36503302.68,637633.7075
36503629.6675,637772.35825
36503659.0525,637760.935
36504170.135,637646.31
36504209.39,637162.5425
36504181.5275,636964.405
36504182.6875,636849.7425
36504324.155,636771.3725
36504436.85,636605.87125
36504690.135,636283.83
36504649.0425,636233.185
36504572.6475,636163.66
36504432.515,636049.58
36504287.4575,635476.68
36504210.82,635320.115
36504212.8125,635120.815
36504209.2925,635079.3225
36504189.9775,634929.4175
36504328.615,634515.0775
36504246.5525,634482.4025
36504218.8375,634376.9575
36504347.0325,633999.7805
36503850.7575,633746.5265
36503816.7825,633779.0935
36503522.32,633660.1345
36503051.825,633674.98575
36502818.9725,634173.83025
36502783.2375,634258.85625
36502768.8825,634276.74875
36502659.01,634580.25725
36502583.545,634805.915
36502379.8825,634759.08075
36502333.9775,634743.85025
36502228.6975,634783.40725
36502157.2075,634782.7895
36502037.2225,634699.34975
36502016.67,634733.314
36501607.91,635292.709
36501605.635,635335.926
36501665.9025,635435.51725
36501664.975,635449.644
36501877.8025,635705.6895
36501719.8225,635960.6845
36501661.6,635951.28675
36501573.02,635951.43575
36501350.2425,635905.7055
36501351.5525,635900.8665
36501310.2375,635936.283
36501266.69,636116.653
36501167.075,636353.8945
36500836.8525,636531.71775
36500786.17,636591.2225
36500733.455,637153.79525
36500714.8175,637317.32375
36500731.2525,637362.83725
36501140.2525,637965.7015
36501225.3,637938.7295
36501248.395,638059.1105
36501210.8875,638338.865
36501249.815,638363.9925
36501242.7775,638439.37
36501228.975,638503.575
36501250.555,638535.925
36501849.5425,638756.3225
36502062.79,638682.635
A04
36508730.8825,635576.1775
36508917.27,635534.6475
36508972.885,635506.8665
36508934.6175,635310.6975
36508972.5125,634915.0825
36509052.47,634672.8725
36509043.4425,634655.4275
36509041.9675,634648.0475
36508967.0375,634128.3825
36508972.085,633726.0975
36508847.55,633442.959
36508753.79,633291.1325
36508727.6,633274.345
36508671.745,632890.3425
36508663.5325,632874.0025
36508398.2175,632476.4875
36508228.245,631592.94
36508116.72,631529.09725
36508009.07,631056.1725
36508009.3375,631011.475
36507540.885,630706.0925
36507133.01,630899.4025
36506910.8925,631113.1425
36506019.075,631431.4625
36505940.5375,631418.47
36505555.8175,631336.73
36505428.835,631291.6975
36505077.3875,631209.0825
36504801.35,631064.685
36504816.885,631045.36
36504840.95,631003.0275
36505132.15,630457.07
36505150.82,630314.9175
36505002.2425,629889.63
36504555.3225,629535.1125
36504549.6875,629532.375
36503508.0225,629900.9425
36503421.79,629968.78
36502875.96,630528.5625
36502685.6375,630817.66
36502721.085,630984.9625
36502731.595,631012.235
36502742.4425,631038.3175
36502889.9,631191.625
36503036.8525,631378.9875
36502980.2525,631755.28
36502937.805,631731.7225
36502623.945,631475.4425
36501721.9325,632145.615
36501634.905,632364.00625
36501843.905,632115.1285
36502135.895,632296.464
36502216.6,632422.40725
36502746.7625,632652.41375
36503267.155,632834.66425
36503437.565,632808.986
36503609.3975,632879.95675
36503692.5825,633003.5035
36504011.1825,633245.2695
36504025.32,633261.25075
36504108.71,633284.71025
36504188.515,633283.6855
36504168.23,633413.27675
36504122.54,633446.366
36504074.8025,633612.63225
36504271.595,633619.2275
36504587.74,633668.3
36504684.6025,633690.375
36504733.6675,633737.3575
36504870.2175,633786.7175
36504963.54,633857.425
36504983.745,633861.885
36505115.9875,634293.07
36505665.5225,634383.8275
36505680.165,634354.405
36505796.5,634286.155
36505839.4675,634270.16
36505882.915,634308.0475
36505904.265,634368.55
36506201.8075,634359.775
36508730.8825,635576.1775
